Known As,Full Name,Overall,Value(in Euro),Positions Played,Best Position,Nationality,Age,Height(in cm),Weight(in kg),BaseStats,Club Name,Wage(in Euro),Release Clause,Club Position,Contract Until,Club Jersey Number,Joined On,On Loan,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,National Team Name,National Team Position,National Team Jersey Number,Attacking Work Rate,Defensive Work Rate,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total
P. O'Connor,Paudie O'Connor,64,725000,CB,CB,Republic of Ireland,24,191,77,304,Lincoln City,2000,1300000,CB,2025,15,2022,-,Right,3,2,1,-,-,-,Medium,Medium,51,21,40,49,63,80
I. Knezevic,Ivan Knezevic,64,600000,"CAM,RM",RW,Germany,28,174,67,341,FC Erzgebirge Aue,1000,870000,RM,2023,7,2022,-,Right,4,3,1,-,-,-,Medium,Medium,76,57,62,68,30,48
S. Hoare,Seán Hoare,64,600000,CB,CB,Republic of Ireland,28,189,75,326,Shamrock Rovers,1000,975000,CB,2024,3,2020,-,Right,2,2,1,-,-,-,Medium,Medium,51,35,50,56,63,71
C. Panico,Ciro Panico,64,875000,LB,LB,Italy,22,170,72,340,Cosenza,700,1500000,LB,2023,14,2022,-,Left,3,3,1,-,-,-,Medium,Medium,70,34,51,59,59,67
E. Mancuso,Eros Mancuso,64,1200000,RB,RWB,Argentina,23,171,72,349,Estudiantes de La Plata,2000,2000000,SUB,2023,25,2022,-,Right,2,2,1,-,-,-,High,Medium,71,35,58,65,57,63
P. Zieliński,Paweł Zieliński,64,425000,"RWB,RM",RWB,Poland,31,178,79,368,Widzew Łódź,2000,574000,SUB,2023,23,2021,-,Right,2,2,1,-,-,-,High,High,73,49,57,58,59,72
S. Seddon,Steve Seddon,64,750000,LB,LWB,England,24,179,68,361,Oxford United,2000,1400000,SUB,2024,42,2021,-,Left,2,2,1,-,-,-,High,Medium,70,48,61,61,59,62
M. Mawa,Moses Mawa,64,750000,ST,ST,Norway,25,185,75,365,Kristiansund BK,1000,994000,RES,2024,11,2021,-,Right,2,3,1,-,-,-,Medium,Medium,82,61,53,64,30,75
A. Robles,Andrés Robles,64,600000,CB,CB,Chile,28,185,87,344,CD Antofagasta,2000,855000,CB,2024,29,2021,-,Right,3,2,1,-,-,-,Medium,Medium,51,45,55,56,62,75
K. Tobiasz,Kacper Tobiasz,64,1200000,GK,GK,Poland,19,191,80,338,Legia Warszawa,800,2400000,GK,2026,1,2020,-,Right,2,1,1,-,-,-,Medium,Medium,65,59,58,65,28,63
F. Oncoy,Freddy Oncoy,64,1200000,"CDM,CM",CM,Peru,21,182,82,371,FBC Melgar,500,2900000,SUB,2022,13,2020,-,Right,3,3,1,-,-,-,Medium,Medium,68,60,61,59,61,62
R. Al Hajj,Rami Al Hajj,64,1400000,"CAM,CM",CAM,Sweden,20,180,75,363,SC Heerenveen,2000,2300000,SUB,2023,22,2018,-,Right,2,3,1,-,-,-,Medium,Medium,71,53,63,66,49,61
M. Ambrose,Mikey Ambrose,64,525000,"LB,LM",LB,United States,28,173,72,347,Atlanta United,2000,788000,RES,2023,33,2021,-,Left,3,2,1,-,-,-,Medium,High,69,41,52,57,61,67
M. Funk,Marius Funk,64,600000,GK,GK,Germany,26,187,88,356,FC Ingolstadt 04,2000,915000,GK,2025,1,2022,-,Right,3,1,1,-,-,-,Medium,Medium,65,62,62,65,39,63
C. Bradley,Conor Bradley,64,1400000,RWB,RWB,Northern Ireland,18,181,71,357,Bolton Wanderers,5000,0,RWB,2023,21,2020,TRUE,Right,2,2,1,-,-,-,High,Medium,78,45,55,63,57,59
David Sousa,David Sousa Albino,64,1200000,CB,CB,Brazil,20,192,78,319,KSV Cercle Brugge,2000,2000000,SUB,2023,3,2021,-,Left,3,2,1,-,-,-,Low,Medium,61,28,46,52,62,70
M. Wolfram,Maximilian Wolfram,64,775000,"RW,ST,LW",CAM,Germany,25,186,81,364,Sportclub Verl,750,1200000,LW,2023,7,2022,-,Right,3,3,1,-,-,-,Medium,Medium,72,63,60,66,37,66
D. Zalazar,David Zalazar,64,1300000,LM,CAM,Argentina,20,173,68,357,Argentinos Juniors,2000,2200000,SUB,2024,25,2020,-,Right,3,3,1,-,-,-,Medium,Medium,83,60,58,68,33,55
N. Stosic,Nikola Stosic,64,1100000,"CDM,CM",CDM,Austria,22,180,76,378,SV Ried,2000,1800000,RES,2023,37,2021,-,Right,3,3,1,-,-,-,Medium,Medium,72,55,58,63,59,71
O. Labrador,Omar Labrador,64,500000,"LB,LWB",LB,Venezuela,30,170,68,313,Estudiantes de Mérida,500,1100000,SUB,2022,2,2018,-,Left,2,2,1,-,-,-,Medium,Medium,73,32,46,54,61,47
M. Venturi,Michael Venturi,64,1200000,CB,CB,Italy,23,193,80,348,Cosenza,700,2100000,SUB,2024,23,2021,-,Right,2,2,1,-,-,-,Medium,Medium,58,48,60,60,66,56
P. Diaw,Pape Djibril Diaw,64,625000,CB,CB,Senegal,27,196,91,315,Stade Lavallois Mayenne FC,1000,1100000,SUB,2025,15,2022,-,Left,2,2,1,-,-,-,Medium,Medium,75,26,32,43,62,77
E. Binaku,Egzon Binaku,64,625000,"LWB,LB",LWB,Albania,26,185,70,359,IFK Norrköping,2000,828000,SUB,2022,14,2019,-,Left,3,3,1,-,-,-,Medium,Medium,81,41,52,64,57,64
J. James,Jeremías James,64,1400000,CB,CB,Argentina,21,191,83,298,San Lorenzo de Almagro,2000,2400000,CB,2023,24,2022,-,Left,2,2,1,-,-,-,Low,High,48,33,40,43,64,70
O. Fané,Ousmane Fané,64,525000,CDM,CDM,France,28,193,80,354,Morecambe,2000,919000,SUB,2023,8,2022,-,Right,2,2,1,-,-,-,Medium,High,59,46,55,55,61,78
S. Breza,Sebastian Breza,64,675000,GK,GK,Canada,24,193,87,343,Club de Foot Montréal,4000,0,GK,2022,1,2020,TRUE,Right,2,1,1,-,-,-,Medium,Medium,64,64,50,68,33,64
R. Robinson,Robbie Robinson,64,1300000,"LM,ST",ST,United States,23,185,77,350,Inter Miami CF,2000,2100000,SUB,2022,19,2020,-,Right,2,2,1,-,-,-,High,Medium,81,61,51,65,31,61
A. Ibrahim,Abbas Ibrahim,64,1100000,"CDM,CM",CDM,Nigeria,24,171,65,352,FC Paços de Ferreira,2000,2500000,RES,2024,8,2019,-,Right,2,2,1,-,-,-,Medium,High,68,45,56,61,63,59
G. Ganea,George Ganea,64,1300000,"ST,RW,LW",ST,Romania,23,180,75,356,FC U Craiova 1948,3000,2000000,SUB,2024,17,2022,-,Right,3,3,1,-,-,-,Medium,Low,82,59,57,65,30,63
M. Mancienne,Michael Mancienne,64,200000,"CDM,CM",CB,England,34,186,86,336,Burton Albion,2000,350000,SUB,2023,38,2021,-,Right,3,2,1,-,-,-,Medium,High,50,36,53,60,63,74
Ma Sang Hoon,Sang Hoon Ma,64,475000,CB,CB,Korea Republic,30,182,84,297,Seongnam FC,1000,594000,CB,2022,5,2020,-,Right,2,2,1,-,-,-,Low,High,54,31,36,38,64,74
Alex,Alex De Lima,64,350000,"CM,CAM",LM,Brazil,33,173,75,387,SC East Bengal FC,700,473000,CAM,2023,14,2022,-,Left,3,3,1,-,-,-,Medium,Medium,74,62,65,67,51,68
D. Becker,Dominik Becker,64,1100000,"CB,RB",CB,Germany,22,188,75,331,1. FC Saarbrücken,5000,0,SUB,2023,17,2021,TRUE,Right,2,2,1,-,-,-,Medium,Medium,67,34,48,52,63,67
J. Marquis,John Marquis,64,575000,ST,ST,England,30,185,73,355,Bristol Rovers,3000,1000000,ST,2024,9,2022,-,Right,4,2,1,-,-,-,High,Medium,59,64,52,59,39,82
A. Bone,Adrián Bone,64,190000,GK,GK,Ecuador,33,189,89,349,CS Emelec,500,409000,SUB,2022,1,2018,-,Right,2,1,1,-,-,-,Medium,Medium,62,65,60,64,33,65
F. Redondo,Federico Redondo,64,1300000,CDM,CDM,Spain,19,190,75,374,Argentinos Juniors,2000,2800000,SUB,2023,37,2021,-,Right,3,2,1,-,-,-,Medium,Medium,70,51,61,60,62,70
M. Solbakken,Markus Solbakken,64,1300000,"CM,CDM",RM,Norway,21,182,70,386,Viking FK,950,1900000,CM,2025,8,2022,-,Right,3,3,1,-,-,-,Medium,Medium,74,56,63,65,58,70
E. Schreiner,Emanuel Schreiner,64,300000,"LB,LWB",LB,Austria,33,180,74,380,SC Rheindorf Altach,3000,435000,SUB,2023,16,2013,-,Left,3,2,1,-,-,-,Medium,High,66,60,62,64,58,70
Íñigo,Íñigo Sainz-Maza Serna,64,850000,"CDM,RB,CM",RWB,Spain,24,181,71,353,Racing Santander,2000,1500000,CDM,2023,6,2020,-,Right,3,2,1,-,-,-,Medium,Medium,72,36,56,61,60,68
R. Hendry,Regan Hendry,64,825000,CM,CAM,Scotland,24,176,73,379,Forest Green Rovers,2000,1500000,CM,2023,8,2021,-,Left,3,2,1,-,-,-,Medium,Medium,71,58,63,66,58,63
W. Balikwisha,William Balikwisha,64,875000,"RM,LM",RM,Congo DR,23,173,67,334,Standard de Liège,3000,1400000,RM,2023,22,2018,-,Right,3,3,1,-,-,-,Medium,Medium,76,52,58,70,26,52
Y. Cassubie,Yohan Cassubie,64,1100000,"CDM,CM,RB",CDM,France,21,184,78,370,Chamois Niortais Football Club,1000,2100000,CDM,2023,19,2021,-,Right,3,2,1,-,-,-,Medium,Medium,70,46,60,64,62,68
A. Leifsson,Ari Leifsson,64,1100000,CB,CB,Iceland,23,193,80,322,Strømsgodset IF,1000,1600000,SUB,2023,2,2020,-,Right,4,2,1,-,-,-,Medium,Medium,60,29,49,50,63,71
Javi Cueto,Javier Cueto Suárez,64,1400000,ST,ST,Spain,21,180,75,338,Atlético de Madrid,2000,0,RES,2023,28,2019,TRUE,Right,4,2,1,-,-,-,High,High,66,64,50,62,25,71
T. King,Tom King,64,450000,GK,GK,Wales,27,194,80,357,Salford City,4000,788000,GK,2023,1,2021,-,Right,3,1,1,-,-,-,Medium,Medium,64,63,61,64,42,63
T. Aasgaard,Thelo Aasgaard,64,1300000,CAM,CAM,Norway,20,170,72,348,Wigan Athletic,2000,2700000,SUB,2026,30,2020,-,Right,4,3,1,-,-,-,High,Medium,74,61,60,68,38,47
A. Ławniczak,Aleks Ławniczak,64,1200000,CB,CB,Poland,23,189,87,322,Zagłębie Lubin,2000,1900000,CB,2025,5,2022,-,Right,2,2,1,-,-,-,High,Medium,79,27,40,39,63,74
C. Menacho,César Menacho,64,1200000,RM,RM,Bolivia,22,182,75,347,Club Deportivo Jorge Wilstermann,500,2800000,SUB,2022,17,2022,-,Right,3,2,1,-,-,-,High,Low,71,58,58,65,33,62
I. Wadji,Ibrahima Wadji,64,675000,ST,ST,Senegal,27,175,74,359,AS Saint-Étienne,2000,1300000,SUB,2025,25,2022,-,Right,3,3,1,-,-,-,High,Medium,87,61,53,66,27,65
M. Dombrowka,Max Dombrowka,64,500000,"LB,RB,CDM",LB,Germany,30,180,77,341,SV Meppen,800,725000,LB,2023,8,2021,-,Right,4,3,1,-,-,-,Medium,Medium,73,29,50,62,58,69
C. Bramall,Cohen Bramall,64,700000,"LWB,LB",LM,England,26,178,72,380,Rotherham United,4000,1300000,SUB,2025,3,2022,-,Left,2,3,1,-,-,-,High,Medium,92,47,59,63,53,66
K. Danielak,Karol Danielak,64,575000,"RM,CF,RWB",RM,Poland,30,170,66,365,Widzew Łódź,2000,776000,RM,2023,8,2021,-,Right,3,2,1,-,-,-,Medium,Medium,73,60,60,64,45,63
A. Giménez,Aquilino Giménez,64,525000,RB,RB,Paraguay,29,175,80,327,Guaireña FC,500,1100000,RB,2022,2,2020,-,Right,2,2,1,-,-,-,Medium,Medium,68,25,46,57,61,70
O. Traoré,Omar Haktab Traoré,64,775000,RB,RB,Germany,24,187,77,367,VfL Osnabrück,1000,1200000,RB,2023,23,2021,-,Right,3,3,1,-,-,-,High,Medium,87,40,57,63,56,64
P. Madden,Paddy Madden,64,475000,ST,ST,Republic of Ireland,32,183,76,354,Stockport County,5000,831000,SUB,2024,9,2021,-,Right,3,2,1,-,-,-,High,High,67,64,54,62,39,68
O. Cooper,Oliver Cooper,64,1300000,"CAM,CM",CAM,Wales,22,174,65,360,Swansea City,6000,2700000,SUB,2023,31,2018,-,Right,3,2,1,-,-,-,High,Medium,70,55,62,67,52,54
Flávio Triginho,Flávio Leôncio Trigo Sacramento,64,650000,ST,CF,Brazil,26,173,66,336,América Futebol Clube,5000,1200000,SUB,2025,90,2022,-,Right,3,3,1,-,-,-,Medium,Medium,74,63,41,73,30,55
M. Knudsen,Magnus Knudsen,64,1400000,CM,CM,Norway,21,183,69,365,Lillestrøm SK,1000,2000000,CM,2026,14,2022,-,Right,3,2,1,-,-,-,Medium,High,69,53,61,65,60,57
D. Bettella,Davide Bettella,64,1200000,CB,CB,Italy,22,185,75,291,Palermo,8000,0,RES,2023,48,2022,TRUE,Right,3,2,1,-,-,-,Low,Medium,53,26,39,48,67,58
J. Kiełb,Jakub Kiełb,64,525000,"LWB,LM,CF",LWB,Poland,28,176,73,350,Warta Poznań,1000,709000,SUB,2023,3,2016,-,Left,3,2,1,-,-,-,Medium,Medium,69,45,57,59,58,62
M. Abubakari,Malik Abubakari,64,1300000,ST,ST,Ghana,22,184,82,349,HJK Helsinki,500,3100000,ST,2025,77,2021,-,Right,3,2,1,-,-,-,Medium,Medium,73,61,48,60,27,80
A. Bass,Alex Bass,64,675000,GK,GK,England,24,191,70,375,Sunderland,3000,1300000,RES,2025,12,2022,-,Right,3,1,1,-,-,-,Medium,Medium,65,62,64,66,58,60
D. Eid,Daniel Eid,64,1200000,"RWB,RB",RWB,Norway,23,183,73,370,IFK Norrköping,1000,1700000,RB,2024,20,2022,-,Right,3,2,1,-,-,-,High,Medium,78,55,56,58,56,67
Javi Gómez,Javier Gómez Castroverde,64,1300000,"LM,CAM,RM",CAM,Spain,23,178,66,335,RC Celta de Vigo,5000,3000000,RES,2026,37,2021,-,Left,4,3,1,-,-,-,Medium,Medium,73,64,61,68,28,41
H. Saghiri,Hamza Saghiri,64,750000,"CDM,CM",CDM,Germany,25,180,70,378,Viktoria Köln,1000,1100000,CDM,2023,26,2022,-,Right,3,2,1,-,-,-,High,High,70,56,57,66,62,67
F. Dietz,Florian Dietz,64,925000,ST,ST,Germany,23,190,78,332,1. FC Köln,6000,1900000,SUB,2025,33,2022,-,Right,3,2,1,-,-,-,Medium,Medium,74,62,43,57,25,71
R. Ziegele,Robin Ziegele,64,775000,CB,CB,Germany,25,186,81,319,FSV Zwickau,650,1200000,CB,2024,4,2022,-,Right,3,2,1,-,-,-,Medium,Medium,66,28,38,48,63,76
R. Jensen,Richard Jensen,64,675000,CB,CB,Finland,26,185,78,347,Górnik Zabrze,2000,962000,CB,2023,3,2022,-,Left,3,2,1,-,-,-,Medium,Medium,58,43,53,61,65,67
K. Rocheteau,Kévin Rocheteau,64,600000,"ST,LM,CAM",CF,France,28,179,71,348,Chamois Niortais Football Club,2000,1100000,SUB,2024,9,2022,-,Right,4,2,1,-,-,-,High,Medium,70,63,61,64,37,53
Higinio,Higinio Marín Escavy,64,600000,ST,ST,Spain,28,184,74,339,Albacete BP,2000,930000,ST,2025,12,2022,-,Right,2,3,1,-,-,-,High,Medium,64,65,53,63,37,57
K. Vinetot,Kévin Vinetot,64,190000,CB,CB,France,34,186,79,317,Südtirol,900,295000,SUB,2023,5,2017,-,Right,2,2,1,-,-,-,Low,High,54,40,45,42,64,72
M. Palau,Marcelo Palau,64,180000,"CM,CDM",CM,Uruguay,36,178,78,385,Club Nacional,500,387000,SUB,2022,16,2022,-,Right,3,2,1,-,-,-,Medium,High,68,62,67,59,61,68
Nenass,Erikson Spinola Lima,64,625000,"CDM,CM",RWB,Cape Verde Islands,26,170,65,384,Aalesunds FK,1000,828000,CM,2022,7,2018,-,Right,3,2,1,-,-,-,High,High,76,54,59,65,60,70
W. Díaz,William Díaz,64,100000,CB,CB,Venezuela,37,185,77,315,Estudiantes de Mérida,500,215000,CB,2022,3,2021,-,Right,3,2,1,-,-,-,Low,Low,59,25,40,56,64,71
J. White,Jordan White,64,575000,ST,ST,Scotland,30,193,77,323,Ross County FC,2000,1000000,SUB,2024,26,2021,-,Right,3,2,1,-,-,-,High,Medium,51,65,49,58,27,73
M. Bokele,Malcom Bokele,64,1200000,"CB,RB",CB,Cameroon,22,189,78,302,FC Girondins de Bordeaux,2000,2400000,SUB,2024,4,2021,-,Right,2,2,1,-,-,-,Low,High,62,30,36,42,67,65
M. Ndione,Marokhy Ndione,64,1300000,ST,ST,Sweden,22,192,88,341,Viborg FF,3000,1900000,SUB,2025,9,2022,-,Right,3,2,1,-,-,-,Medium,Medium,60,63,49,61,35,73
N. Barona,Neider Barona,64,800000,"LW,LM",RM,Colombia,24,176,72,344,La Equidad,550,1100000,SUB,2022,27,2016,-,Right,2,3,1,-,-,-,High,Medium,79,58,54,68,34,51
S. Nilsen,Snorre Strand Nilsen,64,675000,RB,RB,Norway,25,186,82,348,Kristiansund BK,1000,894000,RWB,2023,2,2021,-,Right,2,2,1,-,-,-,Medium,Medium,66,42,52,59,60,69
L. Diack,Lamine Diack,64,1200000,"CDM,CM",CDM,Senegal,21,186,79,390,MKE Ankaragücü,2000,2600000,SUB,2025,14,2022,-,Right,3,2,1,-,-,-,Medium,High,74,59,60,65,63,69
K. Jensen,Kevin Jensen,64,1300000,LW,CAM,Sweden,21,173,64,332,Kalmar FF,950,1900000,SUB,2024,7,2022,-,Right,3,3,1,-,-,-,Medium,Medium,76,60,59,68,20,49
C. Morton,Callum Morton,64,1300000,"ST,LW",ST,England,22,178,65,357,Fleetwood Town,3000,2500000,LW,2025,10,2022,-,Right,2,3,1,-,-,-,High,High,76,61,53,65,35,67
C. McVey,Christopher McVey,64,775000,"CB,LB,RB",CB,Sweden,25,192,80,343,Inter Miami CF,2000,1200000,LB,2024,4,2022,-,Right,3,2,1,-,-,-,Medium,Medium,65,33,54,54,62,75
A. Mehremić,Adi Mehremić,64,475000,CB,CB,Bosnia and Herzegovina,30,189,85,339,İstanbulspor,3000,926000,SUB,2026,88,2022,-,Left,3,2,1,-,-,-,Medium,Medium,68,32,49,55,64,71
T. Mrčela,Tomislav Mrčela,64,400000,CB,CB,Australia,31,195,88,303,Western Sydney Wanderers,2000,500000,CB,2024,5,2022,-,Right,3,2,1,-,-,-,Medium,Medium,40,32,43,45,63,80
E. Rodríguez,Edemir Rodríguez,64,100000,"CB,RB",CB,Bolivia,37,176,70,356,Club Deportivo Jorge Wilstermann,500,215000,CB,2022,30,2022,-,Right,3,2,1,-,-,-,Low,Medium,67,57,56,50,65,61
L. Schuster,Lion Schuster,64,1200000,"CDM,CM",CB,Austria,21,183,72,361,SK Rapid Wien,5000,2000000,RES,2023,42,2019,-,Right,3,2,1,-,-,-,Medium,High,68,45,59,62,63,64
R. Ndiaye,Rassoul Ndiaye,64,1500000,"CDM,CM",CDM,France,20,179,70,370,FC Sochaux-Montbéliard,1000,3600000,CDM,2024,14,2019,-,Right,3,2,1,-,-,-,Medium,Medium,72,45,60,63,60,70
T. Totland,Tomas Totland,64,1200000,"RB,LB",RWB,Norway,23,181,74,346,BK Häcken,1000,1700000,RB,2025,21,2022,-,Right,3,2,1,-,-,-,Medium,Medium,81,32,49,66,55,63
T. Gebauer,Thomas Gebauer,64,60000,GK,GK,Austria,40,193,88,350,LASK Linz,3000,90000,SUB,2023,36,2018,-,Right,3,1,1,-,-,-,Medium,Medium,63,65,61,60,35,66
G. Giménez,Gustavo Giménez,64,180000,RB,RB,Paraguay,35,176,74,325,Club Sol de América,500,387000,RB,2022,2,2022,-,Right,3,2,1,-,-,-,Medium,Medium,66,30,51,58,62,58
M. Fracchia,Matías Fracchia,64,625000,"LB,CB",CB,Chile,26,188,84,344,Montevideo Wanderers,500,1400000,SUB,2022,15,2022,-,Left,3,2,1,-,-,-,Medium,Medium,69,39,53,46,64,73
A. Papetti,Andrea Papetti,64,1300000,CB,CB,Italy,19,186,84,343,Brescia,650,2800000,SUB,2023,32,2020,-,Right,2,2,1,-,-,-,Medium,High,64,39,51,55,61,73
F. Horsfall,Fraser Horsfall,64,650000,CB,CB,England,25,190,82,313,Stockport County,4000,1200000,CB,2025,6,2022,-,Right,3,2,1,-,-,-,Medium,Medium,54,33,42,43,63,78
R. Poole,Regan Poole,64,1100000,"CB,RB",CB,Wales,24,184,74,346,Lincoln City,2000,2100000,CB,2023,2,2021,-,Right,3,2,1,-,-,-,Medium,Medium,67,31,55,58,62,73
K. Al Ghamdi,Khalid Al Ghamdi,64,210000,RB,RB,Saudi Arabia,34,166,63,359,Al Shabab,7000,357000,SUB,2023,12,2020,-,Right,3,2,1,-,-,-,Medium,Medium,77,31,60,66,59,66
O. Vargas,Obed Vargas,64,1500000,"CM,CDM,RM",CAM,United States,16,175,68,353,Seattle Sounders FC,500,3200000,RES,2026,73,2021,-,Right,3,3,1,-,-,-,High,Medium,70,42,62,70,55,54
A. Sejdič,Amar Sejdič,64,725000,"CM,CAM,CDM",CM,Germany,25,178,72,361,Atlanta United,2000,1100000,CM,2022,13,2021,-,Right,3,2,1,-,-,-,Medium,High,49,59,63,66,60,64
M. Borgogno,Matías Borgogno,64,1000000,GK,GK,Argentina,23,187,74,355,Vélez Sarsfield,2000,1700000,RES,2023,1,2018,-,Right,3,1,1,-,-,-,Medium,Medium,61,66,60,63,40,65
M. Real,Matt Real,64,1100000,"LB,CDM",LB,United States,22,180,73,352,Philadelphia Union,2000,1900000,SUB,2025,2,2018,-,Left,3,2,1,-,-,-,High,Medium,74,36,56,63,60,63
J. Penrice,James Penrice,64,825000,LB,LB,Scotland,23,177,73,369,Livingston FC,2000,1500000,SUB,2024,29,2021,-,Left,3,2,1,-,-,-,High,Medium,76,50,59,63,58,63
R. Popa,Robert Popa,64,1200000,GK,GK,Romania,19,190,83,365,FC U Craiova 1948,1000,2400000,GK,2025,31,2020,-,Right,2,1,1,-,-,-,Medium,Medium,64,61,69,67,39,65
D. Mikić,Daniel Mikić,64,500000,CB,CB,Germany,29,180,75,336,Sportclub Verl,700,725000,CB,2023,4,2013,-,Right,3,2,1,-,-,-,Medium,Medium,82,26,42,54,63,69
D. Quaranta,Danilo Quaranta,64,775000,"CB,LB",CB,Italy,25,191,81,321,Ascoli,1000,1300000,RES,2023,5,2016,-,Left,2,2,1,-,-,-,Medium,Medium,60,32,49,48,67,65
S. Jhingan,Sandesh Jhingan,64,550000,CB,CB,India,28,188,80,317,Bengaluru FC,700,784000,CB,2023,3,2022,-,Right,3,2,1,-,-,-,Medium,High,62,33,39,42,63,78
Duk,Luis Lopes,64,1300000,ST,ST,Cape Verde Islands,22,182,75,340,Aberdeen,2000,2500000,SUB,2027,11,2022,-,Right,3,2,1,-,-,-,High,Medium,77,62,48,64,27,62
J. Granados,José Luis Granados,64,180000,"LB,LWB,CB",LB,Venezuela,35,189,72,349,Hermanos Colmenarez,500,387000,LWB,2022,30,2022,-,Left,2,2,1,-,-,-,Medium,Medium,64,42,55,54,61,73
J. Bakker,Justin Bakker,64,1100000,CB,CB,Netherlands,24,189,74,370,Go Ahead Eagles,2000,1800000,CB,2025,26,2020,-,Left,3,2,1,-,-,-,Medium,Medium,66,57,65,55,64,63
J. Opoku,Jerome Opoku,64,850000,CB,CB,England,23,195,79,351,FC Arouca,2000,1900000,CB,2025,3,2022,-,Left,3,2,1,-,-,-,Medium,Medium,62,43,52,56,62,76
S. Shoretire,Shola Shoretire,64,1500000,"RM,CAM,CM",CAM,England,18,175,70,354,Manchester United,7000,3800000,RES,2024,47,2021,-,Right,4,3,1,-,-,-,Medium,Medium,73,57,60,68,40,56
F. Paghera,Fabrizio Paghera,64,550000,"CM,CDM",CM,Italy,30,170,62,359,Ternana,1000,853000,SUB,2024,20,2019,-,Right,3,2,1,-,-,-,Medium,Medium,76,49,63,66,54,51
J. Arweiler,Jonas Arweiler,64,825000,ST,ST,Germany,25,188,79,320,SK Austria Klagenfurt,3000,1300000,SUB,2024,39,2022,-,Left,3,2,1,-,-,-,Medium,Low,55,64,51,59,27,64
S. O'Keefe,Stuart O'Keefe,64,475000,"CM,CDM",CDM,England,31,173,64,362,Gillingham,3000,831000,CDM,2023,8,2019,-,Right,3,2,1,-,-,-,Medium,High,50,57,59,65,62,69
J. Grzesik,Jan Grzesik,64,625000,RM,RM,Poland,27,178,70,373,Warta Poznań,1000,844000,RM,2023,2,2020,-,Right,2,2,1,-,-,-,High,High,77,52,58,63,58,65
M. Soisalo,Mikael Soisalo,64,0,"RM,LM",RM,Finland,24,181,75,338,Free agent,0,0,-,-,-,2021,-,Right,3,3,1,Finland,SUB,21,Medium,Medium,74,61,56,67,29,51
Hong Jeong Un,Jeong Un Hong,64,675000,CB,CB,Korea Republic,27,187,76,334,Daegu FC,2000,894000,SUB,2022,6,2016,-,Right,3,2,1,-,-,-,Medium,Medium,55,37,56,50,62,74
I. Abdulrazak,Ishaq Abdulrazak,64,1400000,"CM,RWB,RM",RM,Nigeria,20,175,74,389,RSC Anderlecht,4000,2400000,SUB,2026,24,2022,-,Right,3,3,1,-,-,-,High,Medium,86,55,61,70,57,60
P. Dwomoh,Pierre Dwomoh,64,1500000,"CAM,CM",CAM,Belgium,18,188,69,376,SC Braga,2000,0,SUB,2023,40,2021,TRUE,Right,3,4,1,-,-,-,High,Medium,72,52,63,72,50,67
R. Schlegel,Rodrigo Schlegel,64,1100000,CB,CB,Argentina,25,180,82,302,Orlando City Soccer Club,2000,1900000,CB,2024,15,2021,-,Right,3,2,1,-,-,-,Low,Medium,52,32,39,39,65,75
T. Watson,Tennai Watson,64,725000,RWB,RWB,England,25,183,73,350,Milton Keynes Dons,3000,1300000,RWB,2023,2,2021,-,Right,3,2,1,-,-,-,High,Medium,73,39,56,62,60,60
P. Slišković,Petar Slišković,64,500000,ST,ST,Croatia,31,193,90,328,Chennaiyin FC,750,675000,SUB,2023,9,2022,-,Right,3,2,1,-,-,-,Medium,Low,59,64,42,56,33,74
Ö. Beyaz,Ömer Beyaz,64,1400000,"CAM,CM",CAM,Turkey,18,171,65,340,1. FC Magdeburg,2000,0,RES,2023,15,2021,TRUE,Left,3,3,1,-,-,-,Medium,Low,65,52,66,70,47,40
M. Kos,Mirko Kos,64,650000,GK,GK,Austria,25,183,80,352,FK Austria Wien,3000,991000,SUB,2024,99,2017,-,Right,3,1,1,-,-,-,Medium,Medium,64,60,57,68,41,62
Koo Ja Ryong,Ja Ryong Koo,64,475000,CB,CB,Korea Republic,30,182,75,321,Jeonbuk Hyundai Motors,3000,618000,SUB,2022,15,2020,-,Right,2,2,1,-,-,-,Low,High,66,29,45,48,62,71
O. Hutchinson,Omari Hutchinson,64,1500000,"CAM,RM",CAM,Jamaica,18,174,65,345,Chelsea,7000,3700000,RES,2025,56,2022,-,Left,3,3,1,-,-,-,High,Medium,71,53,60,69,44,48
G. Konstantelias,Giannis Konstantelias,64,1500000,"CAM,RW",CAM,Greece,19,178,65,336,PAOK,500,4200000,RES,2024,65,2019,-,Right,5,4,1,-,-,-,High,Medium,72,57,61,71,34,41
C. Eriksson,Carljohan Eriksson,64,575000,GK,GK,Finland,27,191,81,370,Dundee United,1000,1000000,GK,2024,13,2022,-,Right,1,1,1,Finland,SUB,23,Medium,Medium,63,63,62,65,54,63
L. Emini,Lorik Emini,64,1300000,"CM,CDM",CDM,Switzerland,22,176,74,371,FC Luzern,3000,2100000,SUB,2023,31,2019,-,Right,3,2,1,-,-,-,Medium,Medium,65,47,65,62,65,67
Julio Alonso,Julio Alonso Sosa,64,1200000,"LB,RB",LB,Spain,23,171,62,338,Albacete BP,2000,2100000,LB,2023,17,2021,-,Left,3,3,1,-,-,-,Medium,Medium,70,36,50,61,63,58
